course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,enrollment,rating,search_text
Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,14k,14000.0,4.7,love as a force for social justice stanford university beginner
Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290k,290000.0,4.6,machine learning university of washington intermediate
Machine Learning,Stanford University,COURSE,4.9,Mixed,3.2m,3200000.0,4.9,machine learning stanford university mixed
Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240k,240000.0,4.6,machine learning foundations: a case study approach university of washington mixed
Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,29k,29000.0,3.7,machine learning and reinforcement learning in finance new york university intermediate
Machine Learning for All,University of London,COURSE,4.6,Beginner,19k,19000.0,4.6,machine learning for all university of london beginner
Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,58k,58000.0,4.6,machine learning for business professionals google cloud intermediate
Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,15k,15000.0,3.9,machine learning for trading google cloud intermediate
Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120k,120000.0,4.7,machine learning with python ibm intermediate
Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,72k,72000.0,4.5,machine learning with tensorflow on google cloud platform google cloud intermediate
Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,78k,78000.0,4.6,magic in the middle ages universitat de barcelona beginner
Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,43k,43000.0,4.7,making architecture ie school of architecture & design beginner
Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120k,120000.0,4.7,management of fashion and luxury companies università bocconi mixed
Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,11k,11000.0,4.9,managerial accounting fundamentals university of virginia beginner
Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,55k,55000.0,4.7,managerial economics and business analysis university of illinois at urbana-champaign beginner
Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,23k,23000.0,4.7,managing innovation and design thinking hec paris beginner
Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,71k,71000.0,4.7,"managing project risks and changes university of california, irvine mixed"
Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,27k,27000.0,4.5,managing social and human capital university of pennsylvania beginner
Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,47k,47000.0,4.6,managing your health: the role of physical therapy and exercise university of toronto beginner
Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,22k,22000.0,4.5,"market research university of california, davis beginner"
Marketing Digital,Universidade de São Paulo,COURSE,4.8,Beginner,81k,81000.0,4.8,marketing digital universidade de são paulo beginner
Marketing Digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,39k,39000.0,4.7,marketing digital universidad austral beginner
Marketing Gerencial,Universidad de Chile,COURSE,4.7,Intermediate,49k,49000.0,4.7,marketing gerencial universidad de chile intermediate
Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93k,93000.0,4.6,marketing mix implementation ie business school beginner
Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,57k,57000.0,4.4,marketing strategy ie business school beginner
Marketing Verde,Universidad de los Andes,COURSE,4.8,Mixed,58k,58000.0,4.8,marketing verde universidad de los andes mixed
Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.4,Intermediate,60k,60000.0,4.4,marketing con redes sociales tecnológico de monterrey intermediate
Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310k,310000.0,4.7,marketing in a digital world university of illinois at urbana-champaign beginner
Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280k,280000.0,4.2,mastering data analysis in excel duke university mixed
Mastering Final Cut Pro,LearnQuest,COURSE,4.6,Beginner,8.4k,8400.0,4.6,mastering final cut pro learnquest beginner
Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.3,Beginner,52k,52000.0,4.3,mastering software development in r johns hopkins university beginner
Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.7,Mixed,48k,48000.0,4.7,"materials science: 10 things every engineer should know university of california, davis mixed"
Mathematics for Data Science,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,12k,12000.0,4.5,mathematics for data science national research university higher school of economics beginner
Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150k,150000.0,4.6,mathematics for machine learning imperial college london beginner
Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140k,140000.0,4.7,mathematics for machine learning: linear algebra imperial college london beginner
Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,COURSE,4.7,Beginner,51k,51000.0,4.7,mathematics for machine learning: multivariate calculus imperial college london beginner
Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.0,Intermediate,33k,33000.0,4.0,mathematics for machine learning: pca imperial college london intermediate
Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,4.8k,4800.0,4.8,medical cannabis: the health effects of thc and cbd university of colorado boulder beginner
Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170k,170000.0,4.9,medical neuroscience duke university advanced
Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.3,Beginner,13k,13000.0,4.3,memoir and personal essay: write about yourself wesleyan university beginner
Methods and Statistics in Social Sciences,University of Amsterdam,SPECIALIZATION,4.6,Beginner,260k,260000.0,4.6,methods and statistics in social sciences university of amsterdam beginner
Microeconomics Principles,University of Illinois at Urbana-Champaign,COURSE,4.9,Beginner,73k,73000.0,4.9,microeconomics principles university of illinois at urbana-champaign beginner
Microeconomics: The Power of Markets,University of Pennsylvania,COURSE,4.7,Mixed,34k,34000.0,4.7,microeconomics: the power of markets university of pennsylvania mixed
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,COURSE,4.8,Beginner,230k,230000.0,4.8,mindshift: break through obstacles to learning and discover your hidden potential mcmaster university beginner
Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,COURSE,4.7,Beginner,120k,120000.0,4.7,miracles of human language: an introduction to linguistics universiteit leiden beginner
Model Thinking,University of Michigan,COURSE,4.8,Mixed,130k,130000.0,4.8,model thinking university of michigan mixed
Modeling Risk and Realities,University of Pennsylvania,COURSE,4.6,Mixed,36k,36000.0,4.6,modeling risk and realities university of pennsylvania mixed
Modern Art & Ideas,The Museum of Modern Art,COURSE,4.7,Beginner,310k,310000.0,4.7,modern art & ideas the museum of modern art beginner
Modern Big Data Analysis with SQL,Cloudera,SPECIALIZATION,4.8,Beginner,14k,14000.0,4.8,modern big data analysis with sql cloudera beginner
"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,SPECIALIZATION,4.7,Intermediate,21k,21000.0,4.7,"modern robotics:  mechanics, planning, and control northwestern university intermediate"
Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,COURSE,4.7,Intermediate,9.1k,9100.0,4.7,modernizing data lakes and data warehouses with gcp google cloud intermediate
Moral Foundations of Politics,Yale University,COURSE,4.8,Mixed,100k,100000.0,4.8,moral foundations of politics yale university mixed
More Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.9,Mixed,40k,40000.0,4.9,more introduction to financial accounting university of pennsylvania mixed
Mountains 101,University of Alberta,COURSE,4.9,Mixed,44k,44000.0,4.9,mountains 101 university of alberta mixed
Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,59k,59000.0,4.8,municipal solid waste management in developing countries école polytechnique fédérale de lausanne intermediate
Music Business,Berklee College of Music,SPECIALIZATION,4.8,Beginner,42k,42000.0,4.8,music business berklee college of music beginner
Music Business Foundations,Berklee College of Music,COURSE,4.9,Mixed,34k,34000.0,4.9,music business foundations berklee college of music mixed
Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,70k,70000.0,4.8,music production berklee college of music beginner
Nanotechnology: A Maker’s Course,Duke University,COURSE,4.8,Mixed,21k,21000.0,4.8,nanotechnology: a maker’s course duke university mixed
Natural Language Processing in TensorFlow,deeplearning.ai,COURSE,4.6,Intermediate,40k,40000.0,4.6,natural language processing in tensorflow deeplearning.ai intermediate
Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,COURSE,4.8,Mixed,95k,95000.0,4.8,negociación exitosa: estrategias y habilidades esenciales (en español) university of michigan mixed
"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,SPECIALIZATION,4.7,Beginner,22k,22000.0,4.7,"negotiation, mediation and conflict resolution essec business school beginner"
Networking and Security Architecture with VMware NSX,VMware,COURSE,4.8,Intermediate,17k,17000.0,4.8,networking and security architecture with vmware nsx vmware intermediate
Networking in Google Cloud,Google Cloud,SPECIALIZATION,4.7,Intermediate,290k,290000.0,4.7,networking in google cloud google cloud intermediate
Neural Networks and Deep Learning,deeplearning.ai,COURSE,4.9,Intermediate,630k,630000.0,4.9,neural networks and deep learning deeplearning.ai intermediate
Neurolinguistics,Saint Petersburg State University,COURSE,4.7,Mixed,41k,41000.0,4.7,neurolinguistics saint petersburg state university mixed
New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",COURSE,4.7,Beginner,12k,12000.0,4.7,"new approaches to countering terror: countering violent extremism university of maryland, college park beginner"
Newborn Baby Care,University of Colorado System,SPECIALIZATION,4.8,Beginner,5.3k,5300.0,4.8,newborn baby care university of colorado system beginner
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,100k,100000.0,4.8,nutrición y obesidad: control de sobrepeso universidad nacional autónoma de méxico beginner
Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),COURSE,4.8,Intermediate,35k,35000.0,4.8,nutrition and lifestyle in pregnancy ludwig-maximilians-universität münchen (lmu) intermediate
Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,SPECIALIZATION,4.7,Intermediate,250k,250000.0,4.7,object oriented java programming: data structures and beyond university of california san diego intermediate
Object Oriented Programming in Java,Duke University,SPECIALIZATION,4.6,Beginner,330k,330000.0,4.6,object oriented programming in java duke university beginner
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,21k,21000.0,4.7,object-oriented data structures in c++ university of illinois at urbana-champaign intermediate
Object-Oriented Design,University of Alberta,COURSE,4.7,Intermediate,33k,33000.0,4.7,object-oriented design university of alberta intermediate
Oil & Gas Industry Operations and Markets,Duke University,COURSE,4.8,Mixed,57k,57000.0,4.8,oil & gas industry operations and markets duke university mixed
"Open Source Software Development, Linux and Git",The Linux Foundation,SPECIALIZATION,4.4,Beginner,13k,13000.0,4.4,"open source software development, linux and git the linux foundation beginner"
Operating Systems and You: Becoming a Power User,Google,COURSE,4.6,Beginner,76k,76000.0,4.6,operating systems and you: becoming a power user google beginner
Operations Analytics,University of Pennsylvania,COURSE,4.7,Mixed,80k,80000.0,4.7,operations analytics university of pennsylvania mixed
Optical Engineering,University of Colorado Boulder,SPECIALIZATION,4.2,Advanced,6.2k,6200.0,4.2,optical engineering university of colorado boulder advanced
Organizational Leadership,Northwestern University,SPECIALIZATION,4.7,Intermediate,92k,92000.0,4.7,organizational leadership northwestern university intermediate
Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,COURSE,4.7,Beginner,22k,22000.0,4.7,osteoarchaeology: the truth in our bones universiteit leiden beginner
Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,SPECIALIZATION,4.8,Beginner,3.2k,3200.0,4.8,palliative care: it's not just hospice anymore university of colorado system beginner
Palo Alto Networks Cybersecurity,Palo Alto Networks,SPECIALIZATION,4.6,Beginner,9.1k,9100.0,4.6,palo alto networks cybersecurity palo alto networks beginner
"Parallel, Concurrent, and Distributed Programming in Java",Rice University,SPECIALIZATION,4.5,Intermediate,30k,30000.0,4.5,"parallel, concurrent, and distributed programming in java rice university intermediate"
Particle Physics: an Introduction,University of Geneva,COURSE,4.5,Mixed,42k,42000.0,4.5,particle physics: an introduction university of geneva mixed
Patient Safety,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,8.8k,8800.0,4.8,patient safety johns hopkins university beginner
Patrocinio Deportivo,Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,12k,12000.0,4.6,patrocinio deportivo universitat autònoma de barcelona beginner
People Analytics,University of Pennsylvania,COURSE,4.5,Mixed,84k,84000.0,4.5,people analytics university of pennsylvania mixed
Perfect Tenses and Modals,"University of California, Irvine",COURSE,4.7,Intermediate,79k,79000.0,4.7,"perfect tenses and modals university of california, irvine intermediate"
Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,COURSE,4.9,Beginner,8.9k,8900.0,4.9,periodismo digital y combate a las fake news universidad nacional autónoma de méxico beginner
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,SPECIALIZATION,4.7,Beginner,160k,160000.0,4.7,photography basics and beyond: from smartphone to dslr michigan state university beginner
Plant Bioinformatic Methods,University of Toronto,SPECIALIZATION,4.7,Beginner,83k,83000.0,4.7,plant bioinformatic methods university of toronto beginner
Politics and Economics of International Energy,Sciences Po,COURSE,4.7,Beginner,34k,34000.0,4.7,politics and economics of international energy sciences po beginner
Positive Psychiatry and Mental Health,The University of Sydney,COURSE,4.8,Mixed,72k,72000.0,4.8,positive psychiatry and mental health the university of sydney mixed
Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180k,180000.0,4.7,positive psychology the university of north carolina at chapel hill mixed
Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,23k,23000.0,4.8,positive psychology: applications and interventions university of pennsylvania beginner
Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,50k,50000.0,4.8,positive psychology: martin e. p. seligman’s visionary science university of pennsylvania beginner
Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,40k,40000.0,4.6,positive psychology: resilience skills university of pennsylvania beginner
Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,67k,67000.0,4.8,power electronics university of colorado boulder intermediate
Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,10k,10000.0,4.7,practical data science with matlab mathworks beginner
Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,39k,39000.0,4.6,practical time series analysis the state university of new york intermediate
Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,22k,22000.0,4.7,preparing for the google cloud associate cloud engineer exam google cloud beginner
Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,68k,68000.0,4.8,preparing to manage human resources university of minnesota mixed
"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,47k,47000.0,4.6,"presentation skills: speechwriting, slides and delivery e-learning development fund beginner"
Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,20k,20000.0,4.8,pricing strategy optimization bcg beginner
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280k,280000.0,4.8,primeros auxilios psicológicos (pap) universitat autònoma de barcelona mixed
Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79k,79000.0,4.8,private equity and venture capital università bocconi mixed
Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68k,68000.0,4.7,probabilistic graphical models 1: representation stanford university advanced
Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36k,36000.0,4.6,probability and statistics: to p or not to p? university of london beginner
Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39k,39000.0,4.8,process mining: data science in action eindhoven university of technology intermediate
"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250k,250000.0,4.6,"programming foundations with javascript, html and css duke university beginner"
Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19k,19000.0,4.7,programming fundamentals duke university beginner
Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1.3m,1300000.0,4.8,programming for everybody (getting started with python) university of michigan mixed
Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18k,18000.0,4.6,"programming with google go university of california, irvine intermediate"
Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70k,70000.0,4.2,"project execution university of california, irvine beginner"
Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190k,190000.0,4.7,"project launch university of california, irvine beginner"
Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440k,440000.0,4.6,"project management & other tools for career development university of california, irvine beginner"
Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230k,230000.0,4.7,"project management principles and practices university of california, irvine beginner"
Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190k,190000.0,4.8,psychological first aid johns hopkins university mixed
Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52k,52000.0,4.6,public policy challenges of the 21st century university of virginia beginner
Python Basics,University of Michigan,COURSE,4.8,Beginner,110k,110000.0,4.8,python basics university of michigan beginner
Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21k,21000.0,4.7,python classes and inheritance university of michigan intermediate
Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420k,420000.0,4.9,python data structures university of michigan mixed
"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26k,26000.0,4.8,"python functions, files, and dictionaries university of michigan beginner"
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41k,41000.0,4.4,python and statistics for financial analysis the hong kong university of science and technology intermediate
Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170k,170000.0,4.6,python for data science and ai ibm beginner
Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1.5m,1500000.0,4.8,python for everybody university of michigan beginner
Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69k,69000.0,4.7,quantitative methods university of amsterdam mixed
Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3k,3000.0,4.9,queering identities: lgbtq+ sexuality and gender identity university of colorado system beginner
R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480k,480000.0,4.6,r programming johns hopkins university intermediate
"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7.7k,7700.0,4.8,"ready, set, future! introduction to futures thinking institute for the future beginner"
Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29k,29000.0,4.3,recommender systems university of minnesota intermediate
"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35k,35000.0,4.7,"recruiting, hiring, and onboarding employees university of minnesota mixed"
Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23k,23000.0,4.7,reinforcement learning university of alberta intermediate
Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24k,24000.0,4.7,renewable energy and green building entrepreneurship duke university beginner
Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5.2k,5200.0,4.7,reporting extra-financier et stratégie rse essec business school beginner
Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7.2k,7200.0,4.6,requirements engineering: secure software  specifications university of colorado system beginner
Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16k,16000.0,4.6,research data management and sharing the university of edinburgh mixed
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15k,15000.0,4.8,"resilience in children exposed to trauma, disaster and war: global perspectives university of minnesota mixed"
Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170k,170000.0,4.5,"responsive website development and design goldsmiths, university of london beginner"
Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36k,36000.0,4.9,rethinking international tax law universiteit leiden mixed
Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17k,17000.0,4.9,revisão sistemática e meta-análise universidade estadual de campinas intermediate
Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k,120000.0,4.4,robotics university of pennsylvania beginner
Roman Architecture,Yale University,COURSE,4.9,Beginner,30k,30000.0,4.9,roman architecture yale university beginner
Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3.2k,3200.0,4.7,russian alphabet saint petersburg state university beginner
Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7k,7000.0,4.7,russian for beginners а1. русский язык: a1 saint petersburg state university beginner
Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33k,33000.0,4.5,réussir le changement essec business school mixed
SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370k,370000.0,4.8,sas programmer sas beginner
SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2.6k,2600.0,4.6,sas visual business analytics sas beginner
SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160k,160000.0,4.6,"sql for data science university of california, davis beginner"
Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5.6k,5600.0,4.4,sales operations/management west virginia university beginner
Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16k,16000.0,4.7,sales training for high performing teams hubspot academy beginner
Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6.8k,6800.0,4.8,sample-based learning methods university of alberta intermediate
Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12k,12000.0,4.5,scaling operations: linking strategy and execution northwestern university mixed
School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9.1k,9100.0,4.8,school health for children and adolescents university of colorado system beginner
Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140k,140000.0,4.8,science of exercise university of colorado boulder beginner
Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47k,47000.0,4.7,"search engine optimization fundamentals university of california, davis mixed"
Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6.4k,6400.0,4.4,"secure coding practices university of california, davis intermediate"
Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14k,14000.0,4.7,security & safety challenges in a globalized world universiteit leiden beginner
Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,300000.0,4.7,security in google cloud platform google cloud intermediate
Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39k,39000.0,4.7,self-driving cars university of toronto advanced
Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14k,14000.0,4.8,sequence models deeplearning.ai intermediate
Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110k,110000.0,4.8,sexualidad...mucho más que sexo universidad de los andes beginner
Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61k,61000.0,4.7,sharpened visions: a poetry workshop california institute of the arts beginner
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16k,16000.0,4.5,site reliability engineering: measuring and managing reliability google cloud advanced
Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18k,18000.0,4.7,six sigma green belt university system of georgia intermediate
Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15k,15000.0,4.7,six sigma and the organization (advanced) university system of georgia intermediate
"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20k,20000.0,4.8,"sleep: neurobiology, medicine, and society university of michigan beginner"
Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22k,22000.0,4.6,smart cities – management of smart urban infrastructures école polytechnique fédérale de lausanne beginner
Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13k,13000.0,4.6,social entrepreneurship copenhagen business school beginner
Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130k,130000.0,4.6,social media marketing northwestern university beginner
"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78k,78000.0,4.6,"social norms, social change i university of pennsylvania beginner"
Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4.2k,4200.0,4.8,social policy for social services & health practitioners columbia university beginner
Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220k,220000.0,4.7,social psychology wesleyan university beginner
Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42k,42000.0,4.8,social and economic networks:  models and analysis stanford university advanced
Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60k,60000.0,4.6,software design and architecture university of alberta beginner
Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34k,34000.0,4.6,software development lifecycle university of minnesota intermediate
Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60k,60000.0,4.7,software processes and agile practices university of alberta mixed
Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k,110000.0,4.6,software product management university of alberta beginner
Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k,17000.0,4.8,solar energy basics the state university of new york beginner
Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k,68000.0,4.8,songwriting: writing the lyrics berklee college of music beginner
Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k,8800.0,4.9,soporte de tecnologías de la información de google crece con google beginner
Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k,12000.0,4.8,spacecraft dynamics and control university of colorado boulder advanced
Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k,71000.0,4.6,"spanish vocabulary: meeting people university of california, davis beginner"
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k,430000.0,4.6,"speak english professionally: in person, online & on the phone georgia institute of technology mixed"
Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k,12000.0,4.7,sports marketing northwestern university intermediate
Sports and Society,Duke University,COURSE,4.8,Mixed,16k,16000.0,4.8,sports and society duke university mixed
Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k,370000.0,4.7,stanford introduction to food and health stanford university beginner
Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k,17000.0,4.7,stanford's short course on breastfeeding stanford university beginner
Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k,16000.0,4.7,statistical analysis with r for public health imperial college london beginner
Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k,34000.0,4.6,statistics with python university of michigan beginner
Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k,220000.0,4.7,statistics with r duke university beginner
Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k,28000.0,4.9,stories of infection stanford university intermediate
Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k,60000.0,4.3,strategic business analytics essec business school advanced
